Id,ele,slope,spi,tri,twi,plc,prc,CS_perc,litho_13,litho_14,litho_15,litho_16,litho_18,litho_19,litho_22,litho_23,litho_24,litho_25,uso_1,uso_2,uso_3,uso_4,uso_5,uso_6,asp_N,asp_NE,asp_E,asp_SE,asp_S,asp_SW,asp_W,asp_NW
587,229.6368103,26.11680794,601.65802,3.281916142,5.583240032,-0.002453263,-0.012314625,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1606,206.4390259,31.46337128,23.74018669,3.945335865,9.262046814,0.004811454,-0.012247941,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
10200,198.8579407,4.957270622,-8403.464844,0.692188084,14.55744743,0.023521688,-0.011342734,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
10151,380.6641541,32.96868134,27710.83398,4.288713455,2.199637413,-0.001334855,-0.011103537,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1885,237.8972168,30.39419746,-653.7843018,3.714248896,12.89921951,0.022017347,-0.010899195,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
10614,291.3204041,6.0631814,-201.2611694,0.748880625,13.71014977,0.032682009,-0.010282275,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
549,275.7512512,12.63949871,36.62936783,1.529499292,8.82836628,0.009458324,-0.010220045,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
10502,284.2671204,27.07881737,-3553.752441,3.363590479,14.15198326,-0.012372726,-0.010086324,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
10144,306.9684448,7.531292915,8971.933594,0.958884716,6.910878658,-0.0020469,-0.00991611,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
10035,190.4014435,8.047288895,-27585.97852,1.081201315,15.50190926,0.005008888,-0.009912943,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
10474,179.5796509,5.588796139,-666.1935425,0.868124664,13.59236717,-0.002848478,-0.009667304,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
10539,209.8076477,11.93884182,-435.2019653,1.429668546,13.30468464,0.007153775,-0.009053199,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
10310,264.4679871,23.55259895,42798.04688,2.769677877,1.318681359,0.016262714,-0.009035375,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
484,250.9732361,38.89310837,1010.84967,5.140547752,5.064382553,0.006573947,-0.009032709,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
10093,216.9958801,11.42777729,-1951.049927,1.455983639,13.71014977,-0.009656359,-0.008956193,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
586,226.0933838,20.08839607,2030.680542,2.411343575,5.486034393,-0.001227019,-0.008496755,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
10242,207.5039063,14.18945694,-15285.34668,1.807144523,13.59236717,-0.030333811,-0.008418303,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
10372,261.3760986,16.97385216,2541.929932,1.952885747,5.528544426,0.009515452,-0.008296322,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
10826,255.8759613,13.09236526,812.7688599,1.590901852,7.788008213,-0.004609557,-0.008222763,50,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
10718,220.2366638,5.816316605,-756.0493164,0.797324479,14.22097588,-0.017631324,-0.008137144,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1924,230.3061981,16.81943703,404.362793,1.9435184,4.594322205,0.011588114,-0.007910816,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
481,258.7758484,35.18795776,218.9360046,4.482824326,6.018785477,0.006289835,-0.007759176,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
10116,193.2887268,19.72426796,718.0325928,2.283005476,6.217344284,0.011089175,-0.007749421,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
10885,242.658493,13.39634323,1093.372803,1.526966333,6.818488121,0.010787453,-0.007378805,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
10010,268.0226746,20.37284088,2103.175537,2.383649349,1.559136748,0.007806662,-0.007376915,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
10229,241.6007538,17.10099983,3896.334229,1.954432011,4.834369183,0.013302348,-0.007140532,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1614,220.947998,35.58509445,1159.29248,4.573408127,6.046595573,0.000920728,-0.007095105,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
10952,259.078064,10.95236969,13878.76855,1.251838207,3.255743742,0.00820594,-0.007066559,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1918,204.1441193,19.37512779,405.9888611,2.287197351,7.095835209,0.000474305,-0.006962582,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
10926,249.9555664,6.379247189,597.4224243,0.963925242,11.07198429,-0.031741198,-0.006728644,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
10634,198.6575012,2.343487978,-1846.334717,0.366039038,14.40329742,0.024246987,-0.006560142,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
10339,251.8983917,6.330096722,1450.626953,1.040258765,13.39727211,-0.061298061,-0.006528034,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1927,233.3501587,15.96262932,312.3818054,1.844820023,8.435927391,0.000237228,-0.006477186,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
10443,198.2220154,6.870622635,865.6055908,0.871230483,7.576809883,2.30935E-05,-0.006463531,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
10778,243.6458435,28.61841011,179.1649017,3.482650995,7.240909576,0.000255986,-0.006423008,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1597,201.846817,32.25267029,443.3398743,4.013339996,5.888592243,0.004035506,-0.006292016,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
10391,213.3684387,15.77659225,54.98954773,1.938650131,9.362080574,-0.019445388,-0.006209225,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1580,258.1176453,20.53075218,-9021.146484,2.381409645,13.81551075,0.005260117,-0.006107409,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
10092,217.3921051,23.54684067,66201.5625,2.801003456,2.715051174,0.00073985,-0.005940406,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1960,198.8368683,31.77390289,149.6376953,3.928712368,6.974711895,0.005728742,-0.005900982,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
10785,198.1296082,3.965275526,223273.2813,0.646631896,12.16286278,-0.023776885,-0.005882631,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1801,233.6485901,19.9579277,3611.034668,2.341210365,6.799334526,-0.004054057,-0.005681344,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
413,323.5212708,22.82703972,221.2902985,2.690878391,5.19715929,0.010386628,-0.005663586,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
10813,208.8379364,7.464234829,6816.649902,0.896237612,7.047626019,-0.012936399,-0.005656026,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
10290,268.7653503,15.35478592,-442.3600769,1.799361467,13.9978323,-0.014778996,-0.005651075,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
10122,246.9181824,5.292109489,-3818.140137,0.681871414,14.73180103,-0.014596264,-0.005627696,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
10287,274.757019,15.10421753,-275.8599548,1.709930182,12.89921951,0.015805975,-0.005590982,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
10410,218.1425476,15.42592812,-376.6867676,1.766986847,14.07787514,0.001321577,-0.005557553,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
10062,226.7890167,12.80509567,462.3950806,1.478805423,8.962799072,0.000702538,-0.005523599,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
538,277.0641479,20.56401634,-2765.091064,2.384026527,12.89921951,0.003905786,-0.005379108,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
10429,190.7005157,10.33691788,1938.098999,1.191997886,7.056977749,0.004944531,-0.005366351,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
490,224.4214935,29.3413372,1451.279419,3.595700979,6.089022636,0.002070769,-0.005336884,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
10819,296.9879456,14.93563175,-1656.143921,1.731281877,14.34613895,-0.003770184,-0.005321163,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
10890,254.036438,7.408763885,16975.06641,0.866207242,8.259737968,0.015521444,-0.005263078,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
10989,240.9587402,15.13855839,-640.1292725,1.728760958,13.81551075,0.002875274,-0.005252369,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
10078,270.6679382,12.49915504,-53.85358429,1.418556452,13.59236717,0.005393466,-0.005123501,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1503,238.2901459,28.96196175,410.677948,3.538255453,6.411406994,0.003916089,-0.005069629,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2188,246.1322632,26.53149986,2877.610107,3.163217545,4.464500904,0.006413286,-0.005051668,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1826,259.1954346,34.92044067,189.8709717,4.453034878,7.182871342,0.000287111,-0.005043647,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
10943,186.6557007,25.03753662,-66.8453064,2.960980892,13.4588356,0.006882047,-0.004989088,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1641,219.5154419,12.08188915,-368.4242249,1.460698843,13.4588356,0.003009491,-0.004960635,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
10658,322.1069641,24.98272896,-75.57388306,2.967842579,13.12236309,-0.000129151,-0.004934764,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
10594,186.7060242,13.47997856,1814.38916,1.545811296,6.984951019,-0.003664462,-0.004811238,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
351,305.4292908,13.5487175,1048.984131,1.575151205,6.14658308,-0.006761533,-0.004808116,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1982,258.9736023,11.82873344,-272.6298218,1.346532822,12.61153793,0.004183311,-0.004807623,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1604,200.1942596,25.59458733,49.77501297,3.034377337,5.302827358,0.010384219,-0.00476437,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
10949,235.6423187,12.8971777,721.1964722,1.479059577,8.718473434,0.002422193,-0.00466028,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
486,240.3553162,32.70859909,2801.865479,4.070185661,5.431182861,0.003021295,-0.004658574,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2114,381.0049438,27.86383057,-130.568924,3.347387314,12.61153793,0.017177956,-0.004653044,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
10828,266.7427979,8.809017181,-424.5170898,0.984954894,13.30468464,0.0183858,-0.004622341,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
10579,239.5422363,17.24475479,32335.90234,1.994919538,3.622197628,-0.008770916,-0.00452649,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
382,243.7263184,20.92536926,-904.4293823,2.430420399,13.12236309,0.000406351,-0.004482083,35,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
10719,268.6053162,3.425490618,175.0676117,0.47064808,7.628686905,0.002517882,-0.004459307,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1607,208.9188538,33.79820633,-284.7433472,4.271242142,12.61153793,0.012144287,-0.004433191,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
10089,239.5746155,8.38315773,-1025.9729,0.947420895,13.30468464,0.005419603,-0.004401019,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
10398,228.7351837,26.63559151,13225.41309,3.194126129,4.114893913,-0.000378448,-0.004341659,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
10105,340.2314758,17.586092,-1575.355469,2.006735802,13.12236309,0.012163291,-0.004326623,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
10554,261.4892883,22.53923225,366.2829895,2.644340992,6.890452862,-0.004108334,-0.004290117,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
10694,303.603302,19.77770805,1068.57312,2.328061104,6.395143986,-0.008544927,-0.004234932,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1961,211.2950745,36.04084778,5701.808105,4.619698048,3.780677557,-0.001139395,-0.004189745,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
570,275.408844,20.88999176,-1576.315918,2.43365407,13.59236717,0.001383634,-0.004186501,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1504,241.3553925,30.61717606,-308.1203003,3.7568748,12.61153793,0.013172761,-0.004145386,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
10548,226.0457916,18.16804504,-730.0469971,2.097085238,13.71014977,0.000514584,-0.00413823,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
350,333.5650635,14.35898018,-13745.75879,1.657506108,14.94691277,-0.010273976,-0.004087755,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
10155,268.9741516,10.35058403,797.5230103,1.165495157,6.112348557,0.006465963,-0.004039303,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1751,267.2727966,18.02541161,-216.1315765,2.063229322,12.20607281,0.007834804,-0.004028862,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
543,281.9762878,14.04675198,5514.980469,1.620238423,3.813992739,-0.011090632,-0.003984814,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2203,257.8632813,26.33963394,1050.237793,3.136698484,5.026157379,0.002940607,-0.003929103,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
10043,314.4231567,20.30644989,4370.724609,2.352741718,4.046532154,0.000731929,-0.003914033,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
10735,205.2723083,22.2407341,25.49004745,2.597069979,5.972052097,0.004465203,-0.003900118,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1861,272.4685669,16.84811592,3047.451172,1.924408555,6.466394424,0.001116461,-0.003899245,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1482,217.235321,26.110075,444.7197266,3.104448318,5.310120583,0.003892372,-0.003894504,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1981,241.7700653,15.66435814,-87.26557159,1.792764664,14.50865746,-0.00240746,-0.003861111,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1754,301.7319641,15.29293251,-396.5628967,1.797002673,13.71014977,-0.023495834,-0.003832784,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1928,242.6864777,24.16073227,-439.6518555,2.838854551,12.61153793,0.015078635,-0.003832559,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1579,272.8378906,26.33767509,2610.211182,3.147268057,5.948324203,-0.003744187,-0.00379529,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2144,230.2272034,8.576335907,-680.8573608,0.976458192,13.30468464,0.007441126,-0.003792617,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1983,268.6701355,24.38724327,-1292.51123,2.873295307,14.15198326,0.002455885,-0.003738031,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
349,331.3869934,12.09736824,-1874.83252,1.40825057,15.12384319,-0.014944491,-0.003715245,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2026,270.5278931,24.39416122,-1092.586792,2.879556656,13.9978323,-0.001771554,-0.003706092,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
10415,255.4953156,14.03862858,5057.732422,1.592938185,3.900542736,0.002064948,-0.003694876,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
10380,238.6863251,10.46648026,2907.470459,1.198306799,6.901728153,-0.007659522,-0.003676452,50,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
10340,271.4172668,6.247296333,-53.85658646,0.741125584,14.22097588,-0.019587524,-0.003676312,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
10780,249.0635986,33.21744919,-1702.782471,4.173880577,12.89921951,-0.007374861,-0.003671359,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1570,237.4720154,31.50537491,35.87508011,3.905486107,8.402886391,-0.003869687,-0.003663017,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
10542,261.9245605,8.978582382,-8945.546875,1.083323002,16.74403381,-0.03515432,-0.003661551,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
10574,319.072876,32.80138397,4266.879883,4.137856483,5.010585308,-0.015166487,-0.003642572,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2146,228.7869568,6.973935604,165.3196564,0.784664989,5.488753796,0.015516377,-0.00364101,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1818,241.2902069,27.56258202,-862.5794067,3.325705767,13.81551075,-0.007138193,-0.003622857,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
10582,170.9585571,9.326085091,-128.7189178,1.045483112,14.07787514,0.007514741,-0.003620672,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
10193,239.8047485,8.392577171,-1673.578247,0.941827834,13.81551075,0.005978386,-0.00353499,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
10519,241.4245605,13.92553139,2327.173584,1.578504086,4.67680645,0.002694864,-0.003533346,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2113,377.5129395,28.654562,79.93544769,3.472195387,6.215415478,0.0111448,-0.003529993,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
492,211.6664124,16.46366692,471.153595,1.890145183,6.274032116,0.005003719,-0.003523926,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
10672,236.7938538,12.60527611,19.46256828,1.421173573,9.460722923,0.005136084,-0.003519162,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
10512,191.0172424,6.41454649,105.6976089,0.748373866,8.708641052,-0.007763528,-0.003513487,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2224,300.95047,22.69926453,856.2579956,2.651847363,7.06293869,0.00102955,-0.003488563,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
485,249.0583191,24.49643326,-58957.90234,3.276086092,18.19503403,-0.059427578,-0.003483351,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
10771,286.5093384,18.00464249,-2028.099731,2.071382523,14.40329742,-0.004569442,-0.003475829,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
10754,229.0592499,12.79117584,228.6704102,1.455566406,8.383229256,0.000614152,-0.00346598,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
10404,246.5906219,4.541891098,15682.22754,0.534952819,6.141730785,-0.000251646,-0.003388816,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
10615,194.7906647,26.4151001,1011.081848,3.145687342,4.488788605,0.007499338,-0.003383886,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
10088,241.8607941,8.435285568,-2587.386475,0.956905842,14.34613895,-0.004545143,-0.003378936,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
10569,189.2707672,11.1956768,-493.0558777,1.255491972,11.51292515,0.008376447,-0.003312859,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
10077,236.7887573,19.97025108,1655.698242,2.306513071,5.95724535,0.005793445,-0.003311327,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
10294,172.1717529,10.17889023,1690.753052,1.142195582,7.558154583,0.004003317,-0.003304378,50,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
10007,248.4922791,8.713161469,-1897.155273,0.999848664,14.60396767,-0.002234469,-0.00330412,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
10309,212.2006836,7.973930359,-15764.06152,0.900461853,14.45736408,0.001662923,-0.003298452,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
10308,221.5591583,8.718891144,-255.7205658,0.981739581,12.61153793,0.010551577,-0.003291908,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1554,265.8869324,23.61013222,-8294.513672,2.770379782,12.89921951,0.00187414,-0.00329009,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
10626,318.6856079,22.00268555,2.307496786,2.577875614,9.760471344,0.003762091,-0.003271695,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
10306,285.2677307,19.14100838,389.993866,2.199501276,8.374108315,0.002437943,-0.003260782,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
10375,288.3273621,16.95222282,4724.503906,1.953251481,6.295000076,-0.00843758,-0.003256668,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
10441,240.3466187,27.9186821,-668.6040039,3.360817671,14.40329742,0.001288103,-0.003219031,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
10568,238.1907959,26.83789635,-2219.375488,3.204007626,12.61153793,0.002961086,-0.003208317,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1533,283.8664551,22.22005081,93.19428253,2.587244272,7.448242664,0.002374676,-0.003170853,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1485,187.6961212,22.15246582,48.81938934,2.580295801,7.519437313,0.010251724,-0.003145138,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
10543,274.8515625,12.0701704,-270.6894226,1.366073251,13.12236309,-0.002543932,-0.00313988,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
548,274.110199,22.99776268,316.0601196,2.695014238,4.840702057,0.010021553,-0.003095866,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
10609,275.8340454,18.07008934,-1778.771973,2.071814537,14.40329742,-0.001236171,-0.003082513,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
10225,257.354248,10.27987576,1265.115112,1.160217166,6.863212585,-0.001044317,-0.003077313,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
10507,243.8033142,14.68052578,-1821.178223,1.664056897,13.91082096,0.001117269,-0.003068857,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
10432,339.1658936,14.33631611,-11891.52539,1.642291069,14.690979,-0.007737963,-0.003055143,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
